fecha_terminacion_proyecto,fecha_de_corte,c_digo_divipola_departamento,departamento,c_digo_divipola_municipio,municipio,indicador,nombre_proyecto,origen,aporte_nacion,contrapartida,estado_seguimiento,num_municipios,región
2021-12-31,2024-04-04,73,tolima,73024,alpujarra(tol),nueva población beneficiada acueducto rural,estructuración y formulación del proyecto construcción acueducto veredal vega de gramal y los medios del municipio de alpujarra - tolima,bid,5789059510,0,en liquidación,1,Región Andina
2022-12-17,2024-04-04,70,sucre,70001,sincelejo(suc),nueva población beneficiada acueducto urbano,extensión de redes de acueducto para el suministro de agua potable de gallera en el municipio de sincelejo,pgn,3028330628,450934946,terminado,1,Región Caribe
2020-10-11,2024-04-04,19,cauca,19142,caloto(cau),nueva población beneficiada acueducto rural,"construcción del sistema de tratamiento de agua potable, optimización de las redes de abastecimiento y construcción de soluciones individuales de saneamiento para el sistema interveredal asoalma del municipio de caloto",bid,4322942345,0,en liquidación,1,Región Pacífica
2020-10-11,2024-04-04,19,cauca,19142,caloto(cau),nueva población beneficiada alcantarillado rural,"construcción del sistema de tratamiento de agua potable, optimización de las redes de abastecimiento y construcción de soluciones individuales de saneamiento para el sistema interveredal asoalma del municipio de caloto",bid,4322942345,0,en liquidación,1,Región Pacífica
2019-08-05,2024-04-04,44,la guajira,44560,manaure(la ),nueva población beneficiada acueducto rural,modelo de distribución de agua potable para las comunidades indígenas wayuu de la zona rural dispersa municipio de manaure,bid,5831908154,0,en liquidación,1,Región Caribe
2022-12-16,2024-04-04,41,huila,41006,acevedo(hui),nueva población beneficiada alcantarillado urbano,construccion plan maestro de alcantarillado sanitario y pluvial del municipio de acevedo-fase i,pda,0,8233171613,terminado,1,Región Andina
2023-03-09,2024-04-04,25,cundinamarca,25649,san bernardo(cun),nueva población beneficiada acueducto urbano,construccion de las obras del plan maestro de acueducto del municipio de san bernardo,pda,0,5787813449,terminado,1,Región Andina
2022-09-15,2024-04-04,52,nariño,52435,mallama(nar),nueva población beneficiada acueducto urbano,"mejoramiento del sistema de abastecimiento, construccion planta de tratamiento de agua potable y optimizacion del sistema de alcantarillado en el casco urbano del municipio de mallama",pda,0,4311588306,liquidado contrato obra,1,Región Pacífica
2022-09-15,2024-04-04,52,nariño,52435,mallama(nar),nueva población beneficiada alcantarillado urbano,"mejoramiento del sistema de abastecimiento, construccion planta de tratamiento de agua potable y optimizacion del sistema de alcantarillado en el casco urbano del municipio de mallama",pda,0,4311588306,liquidado contrato obra,1,Región Pacífica
2021-12-15,2024-04-04,52,nariño,52385,la llanada(nar),nueva población beneficiada acueducto urbano,construccion planta de tratamiento de agua potable casco urbano municipio de llanada,pda,310178195,372477249,en liquidación,1,Región Pacífica
2020-11-26,2024-04-04,23,cordoba,23162,cerete(cor),nueva población beneficiada alcantarillado urbano,construccion de redes de alcantarillado y ampliacion de cobertura del sector no. 4  del municipio de cerete etapa i.,pgn,6000000000,0,en liquidación,1,Región Caribe
2023-03-31,2024-04-04,73,tolima,73217,coyaima(tol),nueva población beneficiada alcantarillado rural,"construcción del alcantarillado sanitario y ptar del centro poblado de castilla, municipio de coyaima",pda,0,4549182180,terminado,1,Región Andina
2020-08-31,2024-04-04,50,meta,50711,vista hermosa(met),nueva población beneficiada acueducto rural,construccion plan maestro de acueducto y alcantarillado  centro poblado maracaibo y vereda guapaya bajo del municipio de vista hermosa,programa rural,8808562511,0,en liquidación,1,Región Orinoquía
2020-08-31,2024-04-04,50,meta,50711,vista hermosa(met),nueva población beneficiada alcantarillado rural,construccion plan maestro de acueducto y alcantarillado  centro poblado maracaibo y vereda guapaya bajo del municipio de vista hermosa,programa rural,8808562511,0,en liquidación,1,Región Orinoquía
2020-12-08,2024-04-04,50,meta,50450,puerto concordia(met),nueva población beneficiada acueducto urbano,ampliacion y optimizacion del sistema de acueducto  del municipio de puerto concordia,pda,0,6828964260,en liquidación,1,Región Orinoquía
2020-11-09,2024-04-04,50,meta,50330,mesetas(met),nueva población beneficiada acueducto urbano,ampliacion y optimizacion del sistema de acueducto del municipio de mesetas.,pda,0,4466924836,en liquidación,1,Región Orinoquía
2020-03-31,2024-04-04,20,cesar,20383,la gloria(ces),nueva población beneficiada alcantarillado rural,construcción de unidades básicas sanitarias para la zona rural del municipio de la gloria cesar,obras por impuestos,0,0,liquidado,1,Región Caribe
2022-11-09,2024-04-04,54,n de santander,54261,el zulia(n d),nueva población beneficiada acueducto rural,construcción de sistema de acueducto para la vereda el tablazo en el municipio de el zulia norte de santander,obras por impuestos,0,0,liquidado,1,Región Desconocida
2021-10-09,2024-04-04,50,meta,50318,guamal(met),nueva población beneficiada alcantarillado urbano,ampliacion y optimizacion de la planta de tratamiento de aguas residuales del municipio de guamal,pda,0,7066688946,terminado,1,Región Orinoquía
2020-10-14,2024-04-04,86,putumayo,86885,villagarzon(put),nueva población beneficiada alcantarillado urbano,construccion alcantarillado pluvial zona 4a (tramo 125a-184a sector colegio valencia) municipio de villagarzon,pgn,4121393827,98000000,liquidado,1,Región Amazonía
2023-05-15,2024-04-04,70,sucre,70708,san marcos(suc),nueva población beneficiada alcantarillado urbano,"optimización de las redes de alcantarillado sanitario en la zona urbana del municipio de san marcos-fase ii, departamento de sucre",pgn,8390400493,5669189522,terminado,1,Región Caribe
2023-07-27,2024-04-04,44,la guajira,44001,riohacha(la ),nueva población beneficiada acueducto rural,"construcción de obras en el punto de producción, sistema de filtración rápida, construcción pilas aferentes, suministro de dotación para pilas, componente social y aseguramiento en la comunidad de romonero, municipio de riohacha, la guajira",pda,0,4959728683,terminado,1,Región Caribe
2021-07-14,2024-04-04,47,magdalena,47692,san sebastian de buenavista(mag),nueva población beneficiada acueducto rural,"construccion del acueducto del  corregimiento el seis, municipio de san sebastian de buenavista.",pda,0,822168501,terminado,1,Región Caribe
2020-08-09,2024-04-04,5,antioquia,5030,amagá(ant),nueva población beneficiada alcantarillado urbano,construccion de obras de optimizacion del sistema de alcantarillado urbano del municipio de amaga,pgn,7441486062,1549403890,en liquidación,1,Región Andina
2022-02-10,2024-04-04,68,santander,68895,zapatoca(san),nueva población beneficiada alcantarillado urbano,optimizacion y mejoramiento del sistema de alcantarillado combinado fase i del casco urbano del municipio de zapatoca- departamento de santander,pgn,2084068826,5039215686,en liquidación,1,Región Andina
2023-06-10,2024-04-04,15,boyaca,15407,villa de leiva(boy),nueva población beneficiada alcantarillado urbano,"construcción primera etapa plan maestro de alcantarillado del municipio de villa de leyva, boyacá centro oriente",pgn,1776677078,5615775,en liquidación,1,Región Andina
2021-03-16,2024-04-04,85,casanare,85001,yopal(cas),nueva población beneficiada alcantarillado urbano,estudios y diseños del sistema de alcantarillado sanitario de la ciudadela la bendición del municipio de yopal departamento de casanare,pre-inversión,550527150,0,en liquidación,1,Región Orinoquía
2021-12-21,2024-04-04,66,risaralda,66687,santuario(ris),nueva población beneficiada acueducto urbano,construcción bocatoma río san rafael  del acueducto principal del municipio de santuario,ola invernal mayor,0,1222777897,terminado,1,Región Andina
2018-10-31,2024-04-04,44,la guajira,44874,villanueva(la ),nueva población beneficiada acueducto urbano,optimizacion hidraulica de la red  de distribucion del sistema de acueducto del municipio de villanueva,pda,0,8854898000,terminado,1,Región Caribe
